"word","freq"
"distinctly",2
"distinguish",7
"distinguished",4
"distinguishes",2
"distort",4
"distract",3
"distracting",2
"distraction",3
"distractions",1
"distressing",2
"distribute",2
"distributed",7
"distribution",11
"district",4
"disturbance",8
"disuse",2
"disused",1
"dive",1
"dived",1
"diver",2
"divergent",2
"diverse",11
"diversify",2
"diversity",15
"diverted",2
"divide",6
"divided",4
"diving",1
"dizzy",1
"dock",2
"docked",1
"docklands",2
"doctor",4
"doctoral",2
"doctors",3
"document",2
"documentaries",6
"documentary",5
"documentation",1
"documenting",4
"dog",7
"dogs",7
"dollar",6
"dollars",2
"dolls",16
"dolphin",8
"dolphins",8
"domain",4
"domains",2
"domestic",20
"domesticated",1
"dominance",3
"dominated",8
"domination",2
"donated",2
"doodles",1
"doomed",1
"door",16
"doors",6
"dopamine",14
"dorsal",4
"dose",2
"doses",2
"doth",2
"dotted",2
"double",13
"doubt",9
"doubts",2
"dough",4
"downfall",1
"downhill",2
"download",1
"downloadable",1
"downright",2
"downstairs",1
"downtown",2
"downturn",6
"downward",1
"dozen",1
"dozens",6
"draft",2
"drafted",1
"drafting",1
"dragged",1
"dragons",2
"drainage",4
"draining",1
"drama",4
"dramatic",13
"dramatically",11
"drank",2
"drastically",1
"draw",9
"drawback",3
"drawbacks",3
"drawing",20
"drawing's",1
"drawings",10
"drawn",6
"dream",4
"dredging",2
"dress",14
"dressed",5
"dressing",1
"drew",4
"dried",6
"dries",2
"driest",2
"drink",16
"drinking",20
"drinks",8
"drive",16
"driven",11
"driver",8
"drivers",10
"drives",2
"drone",2
"drop",8
"dropped",10
"drought",16
"droughts",2
"drove",2
"drug",10
"drugs",6
"drunkard",2
"dry",20
"drying",2
"dryness",2
"dual",2
"dubbed",2
"duck",6
"ducks",5
"dull",5
"duller",2
"duplication",2
"duration",4
"duties",4
"duty",3
"dweller",1
"dwellers",2
"dwindling",2
"dye",10
"dyes",12
"dying",12
"dynamic",5
"dynamism",2
"dynamite",2
"dynasty",2
"dysentery",6
"ea",18
"eager",5
"ear",15
"eared",2
"earlier",19
"earliest",5
"earn",4
"earned",2
"earning",5
"earnings",2
"earns",2
"ears",6
"earth",19
"earth's",3
"earthquake",2
"ease",2
"easier",22
"easiest",3
"easily",22
"eastern",15
"eastward",2
"eat",18
"eaten",4
"eating",17
"eccentric",4
"echo",2
"ecological",5
"ecologically",2
"ecologist",3
"ecologists",4
"ecology",6
"economical",2
"economically",2
"economics",3
"economies",6
"economist",2
"economy",16
"ecosystem",8
"ecosystems",23
"ecu",2
"ed",10
"edge",10
"edible",3
"edition",1
"editions",2
"editorial",2
"educate",2
"educated",2
"educating",4
"educational",21
"educative",2
"educators",4
"educe",1
"eel",2
"eerie",2
"eff",1
"effected",2
"effective",23
"effectively",14
"effectiveness",5
"efficiency",17
"efficient",11
"efficiently",6
"effort",19
"egg",1
"eggs",11
"eh",4
"eighteenth",1
"eighth",2
"elaborate",4
"elastic",2
"elasticity",2
"elder",2
"elderly",2
"eldest",2
"election",1
"elections",2
"electric",6
"electrical",4
"electricity",20
"electronic",8
"element",8
"elemental",1
"elementary",3
"elements",18
"elephant",6
"elephants",7
"elevate",1
"elevation",2
"elevator",2
"eleven",2
"eliciting",2
"eliminated",2
"eliminating",1
"elite",10
"ell",3
"eloquently",1
"elucidate",2
"elude",2
"em",4
"email",5
"emails",8
"embarked",1
"embarrassing",2
"embedded",2
"embellish",2
"embodied",2
"embrace",4
"embraced",6
"embracing",2
"embryo",4
"embryonic",1
"embryos",6
"emerge",7
"emerged",6
"emergence",6
"emergency",6
"emerges",1
"emerging",7
"emigrated",6
"emirates",2
"emission",5
"emotion",15
"emotive",4
"empathetic",2
"emperor",7
"emperor's",2
"emphases",1
"emphasis",6
"emphasized",2
"emphasizes",2
"empire",5
"employ",3
"employed",9
"employee",19
"employee's",1
"employer",6
"employers",4
"employing",4
"employment",15
"empowering",2
"emptiness",2
"empty",12
"ems",2
"en",12
"enable",8
"enabled",10
"enables",2
"enabling",2
"encased",2
"encasing",1
"enchanting",2
"enclosed",3
"encoded",2
"encoding",6
"encompass",2
"encounter",4
"encountered",7
"encounters",4
"encouragement",2
"encourages",6
"encouraging",10
"endangered",19
"endeavor",2
"endings",1
"endless",4
"endured",2
"enduring",2
"enema",2
"enemas",2
"enemy",2
"energetic",4
"enforce",2
"enforced",2
"enforcement",4
"engage",14
"engaged",17
"engagement",4
"engaging",2
"engender",2
"engine",8
"engineer",8
"engineered",3
"engineering's",1
"engineers",10
"engines",6
"engrossing",2
"enhance",6
"enhanced",2
"enhancing",1
"enigma",2
"enjoyable",10
"enjoyed",12
"enjoying",2
"enjoyment",6
"enlarge",1
"enlarged",2
"enlarging",2
"enlisted",1
"enormous",8
"enormously",2
"enraptured",2
"enrich",4
"enrichment",1
"enrolled",4
"enslaved",2
"ensured",2
"ensures",3
"ensuring",7
"entails",2
"entangled",2
"entanglement",2
"entangling",2
"enter",2
"entered",3
"entering",5
"enterprises",2
"enters",7
"entertain",2
"entertaining",2
"entertainment",11
"enthusiasm",4
"enthusiastic",2
"enthusiastically",2
"entices",2
"entire",18
"entirety",2
"entitled",2
"entity",2
"entomologist",2
"entrance",18
"entrants",2
"entrenched",2
"entrepreneurs",4
"entries",2
"entry",7
"environmentalism",2
"environmentalist",2
"environmentally",11
"environments",21
"envisage",2
"envisioned",2
"envy",2
"eons",2
"epidemics",6
"epidemiology",2
"episode",1
"episodes",2
"episodic",8
"equal",12
"equally",14
"equipment",23
"equipped",6
"equivalent",4
"er",3
"era",10
"eradicate",2
"eradicated",4
"eradication",4
"ere",9
"eroded",5
"erosion",7
"erratically",2
"error",8
"errors",19
"eruption",4
"escalating",2
"escape",11
"escaping",3
"escapism",1
"essay",5
"essayists",4
"essence",7
"essentially",7
"est",2
"establish",6
"established",19
"establishing",4
"establishment",4
"estate",6
"estates",2
"esteem",1
"esteemed",1
"estimate",8
"estimated",14
"estimates",3
"estrangement",1
"eternity",2
"ethical",10
"ethically",2
"ethics",2
"ethnic",2
"ethnographer",1
"ethnographic",6
"ethnography",5
"eucalyptus",6
"euros",14
"evacuate",2
"evacuation",2
"evaluate",3
"evaluating",2
"evaluation",9
"evaporation",6
"eve",4
"evening",13
"evenings",4
"eventual",2
"evergreen",5
"everyday",10
"everyone's",1
"everything's",1
"evident",9
"evidently",4
"evokes",2
"evolve",2
"evolved",18
"evolves",2
"exacerbated",2
"exact",12
"exaggerated",2
"exam",1
"examine",3
"examined",12
"examiner's",9
"examining",6
"excavation",3
"excavations",2
"exceed",1
"exceeded",4
"exceeding",2
"exceeds",4
"excel",2
"excelled",2
"excellence",6
"excellent",11
"exception",2
"exceptional",6
"exceptionally",2
"exceptions",3
"excess",6
"excessive",2
"excessively",2
"exchange",6
"exchanged",2
"exchanges",2
"exchanging",3
"excise",2
"excited",6
"excites",2
"exciting",4
"exclude",1
"exclusive",6
"exclusively",1
"excursion",2
"excursions",6
"executive",18
"executives",8
"exemplifies",2
"exemplify",3
"exercise",7
"exercised",2
"exercises",4
"exert",2
"exerted",2
"exertion",1
"exhausted",4
"exhibit",2
"exhibited",4
"exhibition",23
"exhibits",13
"exhilarating",2
"exist",12
"existed",10
"exists",2
"exorbitantly",2
"exotic",8
"expand",2
"expanded",5
"expanding",3
"expands",4
"expanse",2
"expansion",14
"expansively",2
"expect",21
"expectancy",6
"expectantly",2
"expectation",7
"expecting",2
"expects",2
"expeditions",2
"expelled",2
"expenditure",2
"expense",10
"expenses",2
"expensive",19
"experienced",6
"experiencing",2
"experimental",2
"experimentally",1
"experimentation",4
"experimented",2
"experimenter",2
"experiments",23
"expert",5
"expertise",11
"expertly",2
"expired",2
"explained",10
"explaining",2
"explanations",6
"explicit",20
"explicitly",1
"exploded",2
"exploitation",4
"exploiting",8
"explore",13
"explored",9
"explorer",21
"explorers",19
"explores",1
"exploring",14
"explosions",1
"explosive",2
"exponentially",2
"export",7
"exported",7
"exporter",2
"exports",4
"exposed",10
"exposure",2
"expound",2
"express",9
"expressed",4
"expresses",2
"expression",3
"expressions",3
"expressive",2
"exquisitely",2
"extant",2
"extend",10
"extended",15
"extensive",8
"extensively",5
"exterior",2
"external",9
"extinctions",2
"extolled",2
"extra",19
"extract",2
"extraction",2
"extraordinarily",2
"extraordinary",10
"extraterrestrials",1
"extreme",17
"extremely",20
"extrinsic",4
"extrinsically",4
"extroverted",2
"eye",12
"eyes",11
"eyesight",3
"fabric",10
"fabrics",4
"faced",9
"facets",4
"facial",2
"facilitate",10
"facilitated",3
"facilitating",2
"facility",3
"facing",5
"facsimiles",2
"factories",12
"factory",6
"factual",9
"faculty",2
"faded",1
"fail",6
"failed",16
"failing",4
"fails",7
"failure",11
"failures",5
"fair",5
"fairly",2
"faith",3
"faithful",2
"fall",17
"fallen",2
"falling",5
"falls",4
"familial",2
"families",12
"famine",2
"famously",2
"fan",8
"fancy",2
"fanned",2
"fans",2
"fantasy",2
"fares",3
"farm's",1
"farmer",8
"farmhouse",2
"farmland",3
"farms",17
"farmyard",1
"farther",4
"fascinated",4
"fascinating",5
"fascination",3
"fashion",9
"fashioned",2
"fashions",1
"fast",23
"faster",12
"fastest",13
"fat",11
"father",6
"fathers",4
"fats",2
"fatten",1
"faulty",3
"favor",2
"favorable",6
"favoring",2
"fear",16
"feared",2
"fearing",2
"fearlessness",2
"fears",7
"feasible",1
"feast",4
"feats",2
"feature",23
"featured",2
"fed",12
"fee",5
"feed",10
"feedback",10
"feeding",8
"feeling",19
"feels",8
"fees",2
"fell",7
"fellow",4
"female",10
"feminine",1
"fenced",3
"fences",4
"fertile",6
"fertility",1
"fertilized",1
"fertilizer",1
"fess",1
"fester",2
"festivals",3
"fetter",2
"fetus",1
"fever",2
"fewest",2
"ff",6
"fibers",2
"fibrous",6
"fiction",3
"fictional",2
"fiddles",1
"fidelity",2
"fiduciary",2
"fields",11
"fieldwork",2
"fiercely",2
"fifteen",1
"fifty",3
"fight",14
"fighting",11
"figurehead",2
"figures",16
"filed",2
"fill",2
"filled",7
"filling",2
"fills",2
"film's",1
"filming",1
"filmmaker's",1
"filmmakers",1
"films",21
"filter",2
"filthy",2
"fin",2
"final",23
"finance",10
"financially",2
"fine",22
"finest",2
"finger",2
"fingers",1
"finish",3
"finished",13
"finishes",1
"finishing",3
"fins",2
"firefighter",2
"firefighters",10
"firefighting",10
"firewood",1
"fireworks",2
"firm",8
"firmly",2
"firms",2
"firstly",7
"fish",20
"fisher",2
"fishermen",4
"fishery",2
"fit",22
"fitness",12
"fits",2
"fitted",2
"fitting",4
"fix",1
"fixed",9
"fizzy",2
"fl",3
"flakes",2
"flames",2
"flares",2
"flaring",2
"flashcards",2
"flat",9
"flaw",5
"flawed",4
"fled",2
"fleet",6
"fleets",1
"flesh",10
"fleshy",2
"flexibility",10
"flexible",10
"flexibly",2
"flicker",2
"flies",3
"flight",9
"flirtation",2
"flit",1
"float",5
"floating",4
"flock",4
"flood",8
"flooding",2
"floods",6
"floor",7
"floor's",1
"floors",4
"flour",7
"flourish",2
"flourished",4
"flow",19
"flower",4
"flowers",13
"flows",6
"fluency",1
"fluent",3
"fluid",2
"flung",4
"fluoride",2
"flute",5
"fly",9
"flying",4
"focuses",2
"focusing",21
"foe",1
"foliage",2
"folk",4
"folklore",2
"folklorists",4
"followers",10
"fond",2
"font",4
"foo",4
"foods",5
"foodstuffs",4
"fool",13
"fool's",1
"fooled",2
"foolish",1
"football",2
"footpath",1
"footpaths",2
"footprint",2
"footwear",2
"fora",4
"foragers",1
"force",6
"forced",6
"forces",5
"forcing",2
"ford",4
"fore",11
"forecasting",4
"forecasts",1
"forefather",2
"forefathers",2
"foreground",1
"foreign",14
"foremost",1
"foreshadows",1
"forested",1
"forestry",2
"forge",2
"forget",4
"forgetting",2
"forgot",1
"forgotten",3
"forks",2
"formal",8
"formally",4
"format",2
"formation",7
"formed",5
"forming",8
"formula",2
"formulae",1
"formulate",2
"fort",2
"forts",2
"fortunately",2
"fortune",2
"forward",16
"fossil",9
"fossils",2
"foster",7
"fostered",2
"fought",4
"foul",2
"foundation",3
"foundations",4
"founded",6
"founder",13
"founders",2
"founding",2
"fountain",2
"fourth",11
"fox",2
"foyer",3
"fr",7
"fractals",2
"fraction",4
"fragile",5
"fragmentation",2
"fragrant",2
"frame",12
"frames",2
"framework",5
"framing",4
"fraternal",3
"fraternity",4
"fraud",2
"freak",1
"freedom",10
"freely",13
"freeman",4
"freezing",4
"freight",2
"french",7
"frenetic",1
"frequency",20
"frequent",22
"frequently",14
"fresh",14
"fridge",2
"fridges",5
"friend",5
"friendly",11
"friendship",4
"frig",1
"frightening",3
"fringed",2
"front",3
"frontal",2
"frontiers",2
"fronts",2
"frost's",2
"frozen",5
"fruits",8
"frustrated",2
"frustrating",4
"frustration",4
"ft",9
"fuel",21
"fuels",7
"fulfilled",2
"fulfilling",4
"functional",6
"functions",14
"fund",5
"fund's",1
"fundamentally",2
"funding",8
"funerals",2
"fungal",2
"fungi",11
"furl",1
"furniture",4
"fused",2
"futures",6
"fuzzy",3
"gadgets",2
"gag",2
"gain",16
"gained",14
"gaining",8
"gains",6
"galaxy",1
"gale",2
"gallant",2
"galleries",6
"gallery",19
"gamble",2
"gambles",2
"game",15
"games",16
"gaming",2
"gap",9
"garbage",4
"garden",10
"gardened",1
"gardening",1
"gardens",10
"gas",8
"gases",1
"gate",12
"gates",3
"gateway",2
"gathered",6
"gatherer",2
"gathering",4
"gaze",2
"gear",3
"gearing",3
"gems",2
"gender",2
"gene",5
"generalize",2
"generate",10
"generated",6
"generates",2
"generating",9
"generation",7
"generations",3
"generator",5
"generous",2
"genes",23
"geneticist",3
"genetics",6
"genius",1
"genomes",2
"genomics",2
"genre",8
"genres",2
"genuine",4
"genus",2
"geographers",6
"geographic",8
"geographical",17
"geographically",2
"geological",1
"geology",1
"geometrical",5
"geometry",1
"geophysical",1
"geothermal",4
"germinate",6
"germination",10
"germs",2
"gestures",1
"giant",8
"gift",2
"gifted",18
"gifts",3
"gin",2
"girl",3
"girls",6
"git",2
"giving",22
"glacier",2
"glad",2
"glance",2
"gland",2
"glands",2
"glare",4
"glasshouse",2
"glazes",2
"glazing",2
"glimpse",2
"glitch",2
"globally",1
"globe",4
"glorious",2
"glow",2
"glue",2
"goats",2
"god",2
"gods",2
"gold",11
"golden",4
"goldsmiths",2
"gondola",6
"gondolas",5
"goodbye",5
"goodwill",2
"google",7
"gosh",1
"govern",1
"governance",10
"governed",1
"government's",1
"governmental",2
"gown",2
"grab",2
"grade",9
"grades",4
"gradual",4
"gradually",8
"graduate",4
"graduates",10
"graduating",2
"graham",6
"grain",1
"grains",2
"gram",3
"grammar",5
"grammarians",2
"grammatical",5
"grand",5
"grandfather",8
"grandmother",12
"grange",4
"granted",4
"granules",2
"grape",2
"graph",6
"graphics",4
"grasp",2
"grass",6
"grasses",2
"grassland",2
"grateful",1
"grave",2
"gravelly",1
"graves",2
"grazing",4
"greatly",11
"greed",2
"greener",4
"greenhouse",8
"greenhouses",1
"grew",23
"grid",8
"grip",2
"gripping",2
"grooves",1
"gross",8
"groundbreaking",4
"grounds",2
"groundwater",6
"grove",1
"groves",2
"growers",2
"grows",7
"gruesome",4
"grunted",2
"gs",5
"guarantee",8
"guaranteed",2
"guaranteeing",2
"guarantees",2
"guard",10
"guarded",7
"guardian",2
"guards",2
"guess",8
"guessed",2
"guesses",2
"guessing",2
"guest",6
"guests",2
"guidance",4
"guide",12
"guided",15
"guidelines",4
"guides",4
"guiding",2
"guilder",2
"guinea",8
"gulf",4
"gulls",2
"gun",2
"guns",3
"guy",5
"gym",12
"ha",15
"habitable",4
"habitats",11
"habits",17
"habitual",4
"hair",8
"halfway",2
"hall",17
"hallmarks",2
"halls",2
"halt",4
"halted",2
"halved",4
"halves",2
"hamburgers",4
"hamlet",2
"hand",22
"handbags",4
"handed",2
"handheld",4
"handiwork",1
"handle",4
"handled",1
"handlers",1
"handles",2
"handling",2
"handout",2
"handouts",3
"handwritten",1
"hanging",1
"haphazard",2
"happened",22
"happening",8
"happy",17
"harbors",2
"hardened",2
"harder",9
"hardest",4
"hardwired",1
"hardwoods",2
"hardy",6
"harm",7
"harmed",4
"harmful",5
"harming",4
"harmless",2
"harmonic",2
"harmony",2
"harness",2
"harsh",4
"harsher",2
"harshly",2
"hart",2
"harvest",6
"harvested",6
"harvesting",7
"harvests",4
"hat",5
"hatch",1
"hated",2
"haul",8
"haulage",6
"hauled",1
"hazard",2
"hazel",4
"head",10
"headed",3
"heading",22
"headline",2
"headwinds",2
"healing",4
"healthcare",20
"healthier",10
"healthy",20
"hear",21
"heard",18
"hearing",10
"hears",4
"heart",7
"heat",10
"heated",4
"heath",4
"heating",10
"heavily",2
"heavy",7
"hectare",4
"hectares",1
"hedges",1
"height",4
"heightened",4
"heir",1
"helicopter",12
"helicopters",2
"helpful",4
"helping",16
"hemisphere",8
"hen",2
"herbal",2
"herbicides",1
"herbivore",2
"herbivorous",4
"heredity",2
"heritage",10
"heroes",2
"heroic",1
"herring",1
"hesitate",2
"hey",3
"heyday",2
"hidden",4
"hide",1
"hides",2
"hiding",1
"hierarchies",4
"hierarchy",2
"highland",2
"highlands",2
"highlight",1
"highlighting",2
"highlights",6
"highway",2
"hikes",2
"hill",8
"hills",6
"hillsides",2
"hind",6
"hindsight",2
"hint",2
"hinterland",2
"hire",3
"hired",8
"hiring",7
"historian",7
"historians",16
"historic",4
"historically",5
"histories",2
"hit",5
"hitting",2
"hmm",1
"hobbies",10
"hobby",12
"hoes",3
"hold",16
"holders",1
"holding",7
"holds",5
"holes",3
"holiday",13
"hollow",3
"homage",1
"homeowners",2
"hometown",2
"hone",2
"honest",3
"honey",1
"hood",14
"hook",4
"hop",1
"hope",23
"hoped",4
"hopeful",4
"hopes",7
"hoping",5
"hopping",2
"hops",4
"horizon",6
"horizons",2
"horizontal",2
"horizontally",2
"hormone",16
"hormones",4
"horrific",2
"horror",3
"horse",6
"horticultural",2
"hospitality",16
"hospitals",16
"host",7
"hostel",2
"hot",8
"hotels",17
"hothouse",1
"hotly",2
"hotter",6
"hour",12
"hours",19
"housed",3
"household",6
"households",8
"houses",16
"housing",16
"hr",3
"ht",7
"hues",2
"hugely",2
"hull",16
"hull's",1
"humanistic",2
"humanitarian",6
"humanities",1
"humanity",9
"humor",1
"humorous",3
"humpback",4
"humus",2
"hundred",13
"hung",2
"hunger",2
"hungry",2
"hunt",15
"hunted",4
"hunter",8
"hunting",6
"hurdles",2
"hurricanes",1
"hurting",4
"hurts",2
"husband",5
"husband's",1
"husk",6
"hut",4
"hybrid",8
"hybrids",2
"hydraulic",5
"hydroelectric",4
"hydrogen",1
"hymns",1
"hypotheses",2
"hypothesis",17
"ibis",2
"iceberg",2
"icebergs",4
"icon",2
"icy",2
"id",2
"ideal",12
"ideally",4
"identical",12
"identification",1
"identified",22
"identifies",6
"identifying",10
"identity",1
"ignorance",4
"ignorant",2
"ignore",13
"ignores",8
"ignoring",6
"ill",10
"illegal",4
"illiterate",2
"illness",10
"illnesses",11
"ills",1
"illustrate",18
"illustrates",2
"illustrating",1
"illustrations",6
"illustrator",2
"image",11
"imagery",5
"images",13
"imagination",8
"imaginations",2
"imaginative",2
"imagine",9
"imagined",4
"imaging",2
"imagining",2
"imbalance",2
"imitate",2
"immature",2
"immediately",13
"immense",2
"immobile",2
"immortal",2
"immunity",1
"imp",1
"impacting",4
"impacts",10
"impairments",2
"imparts",2
"impede",2
"impenetrable",2
"imperative",2
"imperial",3
"implementation",4
"implemented",8
"implication",2
"implications",12
"implies",4
"imply",2
"importantly",7
"imported",2
"importers",2
"imposing",1
"impossibility",2
"impress",2
"impressed",10
"impresses",2
"impression",4
"impressionist",2
"impressive",16
"impressively",2
"impressiveness",1
"imprint",1
"improved",22
"improvement",12
"improvements",20
"improves",6
"improvise",2
"improvised",2
"impulses",2
"impurities",2
"inability",4
"inaccuracies",5
"inaccuracy",1
"inaccurate",3
"inaccurately",1
"inadequacy",1
"inadequate",3
"inappropriate",3
"inboxes",2
"incentive",2
"inch",2
"incidence",5
"incidents",2
"inclination",3
"inclined",2
"included",22
"inclusion",12
"income",16
"incomes",5
"incomparably",2
"incompatible",2
"incompetent",2
"incongruity",1
"inconvenience",2
"inconvenient",2
"incorporate",2
"incorporated",2
"incorporates",2
"incorrect",9
"incorrectly",1
"increases",18
"incredible",4
"incredibly",4
"incurred",1
"indefinitely",2
"independence",6
"independent",11
"independently",6
"index",3
"indicating",6
"indication",3
"indicative",2
"indicator",2
"indies",2
"indifference",2
"indifferent",4
"indigenous",6
"indigestion",2
"indirect",2
"indirectly",2
"indiscriminate",2
"indistinguishable",2
"individual's",1
"individualism",2
"individually",1
"indoor",9
"indoors",1
"induced",3
"induction",2
"industries",8
"industriousness",2
"industry's",2
"ineffective",4
"inevitable",1
"inexpensive",2
"inf",1
"infancy",2
"infant",14
"infants",17
"infected",2
"infection",4
"infections",2
"infectious",4
"inferior",6
"infertile",1
"infestation",2
"infinite",4
"influenced",19
"influences",5
"influencing",2
"influential",4
"inform",3
"informal",1
"informed",7
"informing",4
"infrastructure",14
"infrequently",2
"infuse",4
"infusing",2
"ingenious",6
"ingeniously",2
"ingenuity",4
"ingesting",2
"ingredient",12
"ingredients",7
"inhabitants",13
"inhabited",4
"inhaled",2
"inhere",2
"inherently",4
"inheritance",1
"inherited",3
"inhibit",4
"inhospitable",2
"initial",10
"initially",13
"initiated",7
"initiative",2
"initiatives",8
"inject",4
"injecting",2
"injuries",2
"injuring",2
"injury",6
"ink",4
"inland",2
"innermost",2
"innovate",2
"innovating",2
"innovations",7
"innovative",9
"input",17
"inquiries",2
"inquiry",2
"ins",1
"insatiable",2
"insect",15
"insecurity",4
"insert",2
"insertion",2
"insight",4
"insights",13
"insignificant",2
"insist",3
"insisted",2
"insistence",2
"inspiration",6
"inspire",12
"inspired",23
"inspiring",4
"install",1
"installed",4
"installing",1
"instant",10
"instantly",2
"instinct",3
"instinctive",1
"instinctively",2
"institution",8
"institution's",1
"institutions",18
"instruct",2
"instruction",4
"instructional",2
"instructions",2
"instructor",5
"instructor's",1
"instrument",9
"instrumental",6
"instruments",1
"insufficient",8
"insufficiently",1
"insulating",4
"insulation",4
"insulting",2
"insurance",8
"int",3
"intact",5
"intake",2
"integral",2
"integrate",6
"integrated",2
"integrating",2
"intellectual",12
"intellectually",2
"intelligent",10
"intend",2
"intended",23
"intending",2
"intends",5
"intense",13
"intensity",6
"intensive",5
"intensively",2
"intent",5
"intention",1
"intentional",1
"intentions",2
"inter",1
"interact",2
"interacted",4
"interacting",4
"interaction",2
"interactions",12
"interactive",12
"interacts",2
"interchange",2
"interface",3
"interference",2
"interior",7
"intermediary",4
"interminable",1
"intermittent",1
"intermittently",1
"internal",14
"internationally",5
"internet",22
"interpersonal",2
"interplay",1
"interpret",7
"interpretation",6
"interpretations",2
"interpreted",2
"interpreting",5
"interprets",1
"interrogating",2
"interrupted",1
"intersection",2
"intervals",1
"intervened",2
"intervening",2
"intervention",4
"interviewed",3
"interviewees",4
"interviewers",2
"interviews",4
"intestinal",2
"intimate",2
"intimidating",2
"intricacy",1
"intricate",5
"intricately",6
"intrigued",1
"intriguing",5
"intriguingly",2
"intrinsic",7
"intrinsically",6
"introduce",11
"introduced",19
"introducing",6
"introductory",1
"introverted",4
"intuition",1
"intuitive",7
"intuitively",3
"invaders",4
"invaluable",2
"invariably",2
"invasion",2
"invented",15
"invention",17
"inventions",2
"inventors",2
"inverse",1
"invest",6
"invested",7
"investigate",17
"investigated",11
"investigates",2
"investigating",13
"investigation",8
"investigations",6
"investigator",2
"investigators",6
"investing",2
"investment",18
"investor",2
"investors",4
"invisible",1
"invitation",2
"invite",2
"invited",4
"inviting",2
"invokes",4
"involvement",7
"involving",13
"iodide",1
"ion",1
"ions",6
"iron",7
"ironically",2
"irony",2
"irrelevant",12
"irresistible",2
"irresponsible",2
"irresponsibly",2
"irreversible",6
"irrigation",4
"irritability",2
"irritable",2
"irritation",2
"isl",1
"island's",3
"islanders",12
"isle",7
"isolated",18
"isolating",4
"isolation",4
"issue",6
"issued",2
"ital",2
"item",14
"items",19
"itineraries",4
"iv",22
"ix",16
"jack's",1
"jacks",2
"jam",1
"jamming",2
"japan",18
"japan's",1
"jar",4
"jars",2
"java",2
"jawbone",2
"jaws",2
"jay",2
"jazz",3
"jealousy",2
"jeans",1
"jeep",2
"jenny",4
"jeopardize",2
"jet",2
"jewelry",2
"jewels",2
"john's",1
"johnny",2
"johns",2
"join",5
"joined",5
"joining",9
"joint",2
"journal",4
"journals",1
"journeying",1
"journeys",8
"joy",12
"jr",2
"judge",3
"judges",2
"judgment",2
"judgments",4
"juggling",2
"jumping",2
"jumps",1
"jungle",6
"junk",1
"jurisdictions",5
"jury",2
"justice",3
"justify",1
"juvenile",6
"keen",9
"keepers",2
"keeping",18
"kettles",1
"keyboard",1
"keys",14
"kg",1
"kid",6
"kids",6
"kill",4
"killed",4
"killer",4
"killers",2
"killing",2
"kills",2
"kilogram",2
"kilograms",6
"kilos",1
"kilowatt",1
"kindergartens",2
"kindness",2
"king",15
"kingdom",17
"kings",4
"kit",8
"kitchen",18
"kiwi",2
"km",16
"kn",3
"knees",2
"knives",2
"knock",4
"knowing",8
"knowingly",2
"knowledgeable",2
"kph",2
"kw",2
"la",10
"lab",16
"labels",12
"laboratory",12
"labs",2
"labyrinth",2
"lacked",7
"lacking",4
"lacks",2
"lacy",2
"laden",2
"lagoon",2
"laid",4
"lake",20
"lambs",3
"lamenting",2
"landed",2
"landfill",2
"landholdings",2
"landing",6
"landmark",1
"landowners",4
"lands",4
"landscapes",10
"language's",2
"larvae",5
"lashed",1
"lasted",2
"lasting",4
"lasts",2
"lat",2
"latitudes",1
"lauded",2
"laugh",18
"laughing",5
"laughs",20
"launch",6
"launched",12
"lava",4
"law",20
"lawn",1
"laws",11
"lawyer",4
"lawyers",1
"lay",12
"layers",3
"layout",5
"lazy",4
"lea",1
"leader",15
"leaders",14
"leadership",6
"leads",12
"leaf",16
"leaflets",2
"leaning",2
"learner",1
"lease",4
"leases",2
"leather",2
"leave",18
"leaving",14
"lecture",4
"lectures",2
"lee",5
"leg",6
"legacy",2
"legal",5
"legally",2
"legend",5
"legendary",2
"legislation",2
"legroom",1
"legs",8
"lei",2
"leisure",10
"length",12
"lengthiness",1
"lens",2
"lenses",2
"lesser",2
"lessons",19
"lethal",2
"letting",6
"lever",2
"levied",2
"lexical",4
"lexis",4
"liability",4
"liable",4
"liaison",2
"libraries",8
"library",22
"license",1
"licensed",1
"lie",3
"lies",16
"lifeguard",1
"lifestyle",7
"lifestyles",6
"lifetime",2
"lift",7
"lifted",6
"lifting",11
"ligation",2
"lighter",2
"lighting",6
"lights",2
"likelihood",4
"likeness",1
"likes",2
"limb",2
"limbs",4
"lime",2
"limit",12
"limitation",2
"limitations",8
"limiting",4
"line",23
"lineage",2
"lineages",2
"linear",1
"lined",1
"lines",14
"linger",1
"linguistic",3
"linguists",2
"link",11
"linking",3
"links",7
"lion",1
"lion's",1
"lip",2
"liquid",4
"listed",2
"listen",9
"listened",10
"listener",8
"listeners",6
"listens",1
"lists",2
"lit",2
"literacy",6
"literal",2
"literally",2
"lived",9
"lively",2
"liver",1
"livestock",4
"lizard",6
"loading",4
"lobe",4
"locally",6
"locals",4
"locate",10
"located",23
"locating",3
"locator",2
"lock",9
"locked",5
"locks",6
"locomotive",2
"lodge",2
"log",1
"logging",6
"logic",2
"logical",8
"logically",2
"login",1
"logistical",2
"logistics",2
"logs",1
"loneliest",2
"lonely",2
"lonesome",2
"longevity",1
"longs",2
"looming",2
"loon",2
"loosely",3
"looser",2
"lord",2
"lore",2
"lorries",3
"lorry",2
"lose",10
"loser",3
"loser's",1
